Hierarchical Name,Hierarchical Name,Coded Text
"Internals\\Seidler, R. D., Bernard, J. A., Lipps, D. B. (2010). Motor control and aging links to age-related brain structural, functional, and biochemical effects",Nodes\\age\Aging,Aging
"Internals\\Seidler, R. D., Bernard, J. A., Lipps, D. B. (2010). Motor control and aging links to age-related brain structural, functional, and biochemical effects",Nodes\\Functionalism\functional MRI,fMRI
"Internals\\Seidler, R. D., Bernard, J. A., Lipps, D. B. (2010). Motor control and aging links to age-related brain structural, functional, and biochemical effects",Nodes\\Functionalism\functional MRI\fMRI,fMRI
"Internals\\Seidler, R. D., Bernard, J. A., Lipps, D. B. (2010). Motor control and aging links to age-related brain structural, functional, and biochemical effects",Nodes\\Journal,"Motor control and aging: Links to age-related brain structural, functional, and biochemical effects"
"Internals\\Seidler, R. D., Bernard, J. A., Lipps, D. B. (2010). Motor control and aging links to age-related brain structural, functional, and biochemical effects",Nodes\\Journal\Neuroscience and Biobehavioral Reviews,"Motor control and aging: Links to age-related brain structural, functional, and biochemical effects"
"Internals\\Seidler, R. D., Bernard, J. A., Lipps, D. B. (2010). Motor control and aging links to age-related brain structural, functional, and biochemical effects",Nodes\\Motor Learning,Motor performance
"Internals\\Seidler, R. D., Bernard, J. A., Lipps, D. B. (2010). Motor control and aging links to age-related brain structural, functional, and biochemical effects",Nodes\\Motor Learning\Motor performance,Motor performance
"Internals\\Seidler, R. D., Bernard, J. A., Lipps, D. B. (2010). Motor control and aging links to age-related brain structural, functional, and biochemical effects",Nodes\\Number of Citations,"Motor control and aging: Links to age-related brain structural, functional, and biochemical effects"
"Internals\\Seidler, R. D., Bernard, J. A., Lipps, D. B. (2010). Motor control and aging links to age-related brain structural, functional, and biochemical effects",Nodes\\Number of Citations\631-640,"Motor control and aging: Links to age-related brain structural, functional, and biochemical effects"
"Internals\\Seidler, R. D., Bernard, J. A., Lipps, D. B. (2010). Motor control and aging links to age-related brain structural, functional, and biochemical effects",Nodes\\plasticity,Plasticity
"Internals\\Seidler, R. D., Bernard, J. A., Lipps, D. B. (2010). Motor control and aging links to age-related brain structural, functional, and biochemical effects",Nodes\\Year,"Motor control and aging: Links to age-related brain structural, functional, and biochemical effects"
"Internals\\Seidler, R. D., Bernard, J. A., Lipps, D. B. (2010). Motor control and aging links to age-related brain structural, functional, and biochemical effects",Nodes\\Year\2010,"Motor control and aging: Links to age-related brain structural, functional, and biochemical effects"
"Internals\\Seidl-Rathkopf, K. N., Turk-Browne, N. B., & Kastner, S. (2015). Automatic guidance of attention during real-world visual search",Nodes\\Attention,Attentional capture
"Internals\\Seidl-Rathkopf, K. N., Turk-Browne, N. B., & Kastner, S. (2015). Automatic guidance of attention during real-world visual search",Nodes\\Attention\Attentional capture,Attentional capture
"Internals\\Seidl-Rathkopf, K. N., Turk-Browne, N. B., & Kastner, S. (2015). Automatic guidance of attention during real-world visual search",Nodes\\Journal,Automatic guidance of attention during real-world visual search
"Internals\\Seidl-Rathkopf, K. N., Turk-Browne, N. B., & Kastner, S. (2015). Automatic guidance of attention during real-world visual search","Nodes\\Journal\Attention, Perception, & Psychophysics",Automatic guidance of attention during real-world visual search
"Internals\\Seidl-Rathkopf, K. N., Turk-Browne, N. B., & Kastner, S. (2015). Automatic guidance of attention during real-world visual search",Nodes\\Number of Citations,Automatic guidance of attention during real-world visual search
"Internals\\Seidl-Rathkopf, K. N., Turk-Browne, N. B., & Kastner, S. (2015). Automatic guidance of attention during real-world visual search",Nodes\\Number of Citations\1-10,Automatic guidance of attention during real-world visual search
"Internals\\Seidl-Rathkopf, K. N., Turk-Browne, N. B., & Kastner, S. (2015). Automatic guidance of attention during real-world visual search",Nodes\\Scene perception,Scene perception
"Internals\\Seidl-Rathkopf, K. N., Turk-Browne, N. B., & Kastner, S. (2015). Automatic guidance of attention during real-world visual search",Nodes\\visual perception,Visual search
"Internals\\Seidl-Rathkopf, K. N., Turk-Browne, N. B., & Kastner, S. (2015). Automatic guidance of attention during real-world visual search",Nodes\\visual perception\Visual search,Visual search
"Internals\\Seidl-Rathkopf, K. N., Turk-Browne, N. B., & Kastner, S. (2015). Automatic guidance of attention during real-world visual search",Nodes\\Year,Automatic guidance of attention during real-world visual search
"Internals\\Seidl-Rathkopf, K. N., Turk-Browne, N. B., & Kastner, S. (2015). Automatic guidance of attention during real-world visual search",Nodes\\Year\2015,Automatic guidance of attention during real-world visual search
"Internals\\Seli, P., Risko, E. F., Smilek, D., & Schacter, D. L. (2016). Mind-wandering with and without intention.",Nodes\\Journal,Mind-Wandering With and Without Intention
"Internals\\Seli, P., Risko, E. F., Smilek, D., & Schacter, D. L. (2016). Mind-wandering with and without intention.",Nodes\\Journal\Trends in Cognitive Science,Mind-Wandering With and Without Intention
"Internals\\Seli, P., Risko, E. F., Smilek, D., & Schacter, D. L. (2016). Mind-wandering with and without intention.",Nodes\\mindfulness,mind-wandering
"Internals\\Seli, P., Risko, E. F., Smilek, D., & Schacter, D. L. (2016). Mind-wandering with and without intention.",Nodes\\mindfulness\mind-wandering,mind-wandering
"Internals\\Seli, P., Risko, E. F., Smilek, D., & Schacter, D. L. (2016). Mind-wandering with and without intention.",Nodes\\Number of Citations,Mind-Wandering With and Without Intention
"Internals\\Seli, P., Risko, E. F., Smilek, D., & Schacter, D. L. (2016). Mind-wandering with and without intention.",Nodes\\Number of Citations\51-60,Mind-Wandering With and Without Intention
"Internals\\Seli, P., Risko, E. F., Smilek, D., & Schacter, D. L. (2016). Mind-wandering with and without intention.",Nodes\\Year,Mind-Wandering With and Without Intention
"Internals\\Seli, P., Risko, E. F., Smilek, D., & Schacter, D. L. (2016). Mind-wandering with and without intention.",Nodes\\Year\2016,Mind-Wandering With and Without Intention
"Internals\\Seno, T., Sunaga, S., & Ito, H. (2010). Inhibition of vection by red",Nodes\\Journal,Inhibition of vection by red
"Internals\\Seno, T., Sunaga, S., & Ito, H. (2010). Inhibition of vection by red","Nodes\\Journal\Attention, Perception, & Psychophysics",Inhibition of vection by red
"Internals\\Seno, T., Sunaga, S., & Ito, H. (2010). Inhibition of vection by red",Nodes\\Number of Citations,Inhibition of vection by red
"Internals\\Seno, T., Sunaga, S., & Ito, H. (2010). Inhibition of vection by red",Nodes\\Number of Citations\11-20,Inhibition of vection by red
"Internals\\Seno, T., Sunaga, S., & Ito, H. (2010). Inhibition of vection by red",Nodes\\vection,vection
"Internals\\Seno, T., Sunaga, S., & Ito, H. (2010). Inhibition of vection by red",Nodes\\vection,vection induction
"Internals\\Seno, T., Sunaga, S., & Ito, H. (2010). Inhibition of vection by red",Nodes\\vection\vection induction,vection induction
"Internals\\Seno, T., Sunaga, S., & Ito, H. (2010). Inhibition of vection by red",Nodes\\Year,Inhibition of vection by red
"Internals\\Seno, T., Sunaga, S., & Ito, H. (2010). Inhibition of vection by red",Nodes\\Year\2010,Inhibition of vection by red
"Internals\\Sergerie, K., Chochol, C., & Armony, J. L. (2008). The role of the amygdala in emotional processing a quantitative meta-analysis of functional neuroimaging studies",Nodes\\Brain\brain structure\limbic structures\Amygdala,Amygdala
"Internals\\Sergerie, K., Chochol, C., & Armony, J. L. (2008). The role of the amygdala in emotional processing a quantitative meta-analysis of functional neuroimaging studies",Nodes\\Emotions,Emotion
"Internals\\Sergerie, K., Chochol, C., & Armony, J. L. (2008). The role of the amygdala in emotional processing a quantitative meta-analysis of functional neuroimaging studies",Nodes\\Emotions\emotion,Emotion
"Internals\\Sergerie, K., Chochol, C., & Armony, J. L. (2008). The role of the amygdala in emotional processing a quantitative meta-analysis of functional neuroimaging studies",Nodes\\Facial expressions,Facial expressions
"Internals\\Sergerie, K., Chochol, C., & Armony, J. L. (2008). The role of the amygdala in emotional processing a quantitative meta-analysis of functional neuroimaging studies",Nodes\\Functionalism\functional dissociation,functional dissociation
"Internals\\Sergerie, K., Chochol, C., & Armony, J. L. (2008). The role of the amygdala in emotional processing a quantitative meta-analysis of functional neuroimaging studies",Nodes\\Functionalism\functional MRI,Functional magnetic resonance imaging
"Internals\\Sergerie, K., Chochol, C., & Armony, J. L. (2008). The role of the amygdala in emotional processing a quantitative meta-analysis of functional neuroimaging studies",Nodes\\Functionalism\functional MRI\functional magnetic resonance imaging,Functional magnetic resonance imaging
"Internals\\Sergerie, K., Chochol, C., & Armony, J. L. (2008). The role of the amygdala in emotional processing a quantitative meta-analysis of functional neuroimaging studies",Nodes\\Journal,The role of the amygdala in emotional processing: A quantitative meta-analysis of functional neuroimaging studies
"Internals\\Sergerie, K., Chochol, C., & Armony, J. L. (2008). The role of the amygdala in emotional processing a quantitative meta-analysis of functional neuroimaging studies",Nodes\\Journal\Neuroscience and Biobehavioral Reviews,The role of the amygdala in emotional processing: A quantitative meta-analysis of functional neuroimaging studies
"Internals\\Sergerie, K., Chochol, C., & Armony, J. L. (2008). The role of the amygdala in emotional processing a quantitative meta-analysis of functional neuroimaging studies",Nodes\\meta-analysis,Meta-analysis
"Internals\\Sergerie, K., Chochol, C., & Armony, J. L. (2008). The role of the amygdala in emotional processing a quantitative meta-analysis of functional neuroimaging studies",Nodes\\Number of Citations,The role of the amygdala in emotional processing: A quantitative meta-analysis of functional neuroimaging studies
